GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Standard of living index,Standard of living state rank,Health index,Health state rank,Education index,Education state rank,HDI,HDI state rank
naregal,1233.0,884.0,0.08800000000000001,4860.0,0.8155,5661.0,0.6573,3211.0,0.3614,4980.0
sammasagi,1102.0,683.0,0.1247,3409.0,1.0,1.0,0.6464,3572.0,0.43200000000000005,3218.0
sanwasagi,648.0,627.0,0.1268,3330.0,1.0,1.0,0.62,4249.0,0.4284,3317.0
seegehallisingapurplot,816.0,586.0,0.0909,4772.0,0.951,4134.0,0.695,1892.0,0.3916,4356.0
shiragoda,1349.0,670.0,0.1266,3338.0,0.9255,4748.0,0.6252,4133.0,0.4184,3651.0
shyadaguppi,883.0,516.0,0.1111,3990.0,1.0,1.0,0.6315,3971.0,0.4124,3817.0
suraleswara,812.0,532.0,0.1675,1755.0,1.0,1.0,0.6494,3484.0,0.4774,1732.0
tilavalli,1346.0,1301.0,0.1454,2494.0,0.8722,5365.0,0.665,2945.0,0.4385,2983.0
uppunasi,974.0,553.0,0.0878,4868.0,0.9758,2796.0,0.6866,2210.0,0.3888,4419.0
aladakatti,1218.0,888.0,0.1183,3677.0,0.9255,4748.0,0.7036,1580.0,0.4255,3420.0
basapura,868.0,257.0,0.0424,5819.0,0.9758,2796.0,0.6088,4487.0,0.2932,5762.0
belavigi,582.0,396.0,0.1252,3386.0,0.9758,2796.0,0.6787,2488.0,0.4361,3067.0
devihosur,1797.0,1379.0,0.0893,4827.0,0.9255,4748.0,0.7633,157.0,0.3981,4194.0
halagi,709.0,342.0,0.068,5430.0,0.9758,2796.0,0.6753,2602.0,0.3552,5091.0
hanvasi,542.0,271.0,0.0742,5283.0,1.0,1.0,0.7241,895.0,0.3773,4689.0
havanur,690.0,317.0,0.086,4916.0,0.8722,5365.0,0.7227,941.0,0.3785,4659.0
hombaradi,530.0,219.0,0.1075,4120.0,1.0,1.0,0.7463,377.0,0.4313,3233.0
hosaritti,1634.0,1169.0,0.1184,3671.0,0.6882,5851.0,0.7104,1350.0,0.3869,4467.0
kabbur,1229.0,884.0,0.1485,2383.0,0.951,4134.0,0.731,681.0,0.4691,1956.0
kallihala,885.0,350.0,0.0825,5047.0,0.9255,4748.0,0.6374,3811.0,0.3651,4903.0
kanakapura,847.0,578.0,0.126,3358.0,0.951,4134.0,0.7089,1405.0,0.4396,2950.0
kanavalli,977.0,561.0,0.1369,2858.0,0.9255,4748.0,0.7053,1519.0,0.4471,2684.0
kancharagatti,844.0,635.0,0.1114,3974.0,0.9758,2796.0,0.6889,2129.0,0.4215,3555.0
karjagi,1673.0,1449.0,0.136,2891.0,0.9758,2796.0,0.6776,2520.0,0.44799999999999995,2654.0
katenahalli,661.0,480.0,0.1088,4071.0,0.9758,2796.0,0.6443,3633.0,0.409,3915.0
konanatambigi,882.0,463.0,0.0954,4601.0,0.951,4134.0,0.7229,929.0,0.4032,4065.0
kurgunda,843.0,374.0,0.0942,4656.0,0.9255,4748.0,0.7140000000000001,1227.0,0.3963,4237.0
kurubagonda,1208.0,678.0,0.051,5747.0,0.951,4134.0,0.6323,3942.0,0.313,5624.0
marola,544.0,215.0,0.0732,5307.0,0.9758,2796.0,0.62,4254.0,0.3538,5120.0
naganur,607.0,386.0,0.1165,3743.0,0.951,4134.0,0.7632,158.0,0.4389,2969.0
negalur,917.0,485.0,0.1482,2398.0,0.8992,5081.0,0.7174,1116.0,0.4572,2333.0
sangur,886.0,609.0,0.1477,2414.0,0.951,4134.0,0.7413,458.0,0.4705,1916.0
yalagacha,1189.0,442.0,0.0825,5050.0,0.951,4134.0,0.7491,323.0,0.3887,4425.0
abalur,900.0,806.0,0.1547,2164.0,0.951,4134.0,0.7126,1270.0,0.4715,1887.0
aladageri,1523.0,1069.0,0.0914,4750.0,0.951,4134.0,0.7658,141.0,0.4053,4014.0
aralikatti,858.0,558.0,0.155,2149.0,0.9758,2796.0,0.6357,3862.0,0.4582,2300.0
betakerur,1116.0,728.0,0.10099999999999999,4357.0,0.9758,2796.0,0.7557,236.0,0.4207,3585.0
bhogavi,725.0,521.0,0.0834,5014.0,0.9758,2796.0,0.7536,264.0,0.3943,4291.0
channalli,1171.0,877.0,0.1041,4244.0,0.9758,2796.0,0.6994,1733.0,0.4142,3768.0
chikkerur,1960.0,1641.0,0.0982,4482.0,0.951,4134.0,0.7461,381.0,0.4115,3843.0
chikkonathi,902.0,710.0,0.0782,5171.0,1.0,1.0,0.7319,662.0,0.3855,4499.0
chinnamulagunda,782.0,509.0,0.0704,5368.0,0.9758,2796.0,0.6849,2274.0,0.361,4989.0
hamsabhavi,1773.0,1336.0,0.1211,3563.0,0.9758,2796.0,0.7193,1053.0,0.4396,2948.0
hirekabbar,753.0,525.0,0.094,4664.0,0.8992,5081.0,0.7371,541.0,0.3964,4236.0
hiremoraba,729.0,529.0,0.18,1419.0,1.0,1.0,0.7461,384.0,0.5121,1002.0
ingalagondi,1100.0,658.0,0.1059,4173.0,0.9758,2796.0,0.7085,1415.0,0.4184,3654.0
kachavi,785.0,523.0,0.1053,4196.0,0.9758,2796.0,0.7184,1079.0,0.4195,3617.0
kanavisiddageri,1078.0,556.0,0.1263,3344.0,0.9758,2796.0,0.7776,85.0,0.4576,2324.0
koda,1583.0,1194.0,0.0979,4496.0,0.951,4134.0,0.7482,342.0,0.4115,3846.0
kodamaggi,843.0,580.0,0.1625,1917.0,1.0,1.0,0.7608,179.0,0.4981,1271.0
kudapali,1230.0,794.0,0.1352,2926.0,0.9758,2796.0,0.6859,2227.0,0.4489,2621.0
madlur,1048.0,647.0,0.1141,3859.0,0.9758,2796.0,0.7378,523.0,0.4347,3118.0
makari,1276.0,730.0,0.1208,3574.0,0.9758,2796.0,0.7361,566.0,0.4427,2849.0
masur,875.0,677.0,0.1581,2040.0,0.7905,5744.0,0.7375,532.0,0.4518,2528.0
medur,947.0,624.0,0.145,2516.0,0.951,4134.0,0.7092,1398.0,0.4607,2220.0
nagavanda,964.0,545.0,0.1235,3465.0,0.9758,2796.0,0.6998,1717.0,0.4385,2982.0
neswi,663.0,468.0,0.1281,3269.0,1.0,1.0,0.7695,122.0,0.462,2179.0
satenahali,882.0,568.0,0.0815,5076.0,1.0,1.0,0.7257,846.0,0.3897,4402.0
shiragambi,762.0,397.0,0.1349,2941.0,0.9758,2796.0,0.6974,1806.0,0.4511,2551.0
suttkoti,1017.0,610.0,0.1101,4030.0,0.9758,2796.0,0.7471,362.0,0.4314,3230.0
tadakanahalli,623.0,305.0,0.11,4033.0,0.9758,2796.0,0.7642,151.0,0.4345,3124.0
tavaragi,780.0,678.0,0.0703,5371.0,1.0,1.0,0.7535,265.0,0.3756,4718.0
antaravalli,1020.0,896.0,0.141,2685.0,1.0,1.0,0.7486,333.0,0.4726,1861.0
aremallapura,856.0,419.0,0.1442,2548.0,1.0,1.0,0.6798,2457.0,0.4611,2204.0
benakanakonda,1157.0,820.0,0.0957,4585.0,1.0,1.0,0.7204,1022.0,0.4101,3883.0
biillalli,1067.0,505.0,0.1037,4267.0,1.0,1.0,0.7181,1096.0,0.4207,3584.0
chalageri,1175.0,953.0,0.1966,1074.0,0.951,4134.0,0.7527,275.0,0.5202,849.0
chikkakuravatti,830.0,331.0,0.1029,4294.0,0.9758,2796.0,0.7052,1523.0,0.4137,3781.0
gudagur,1326.0,678.0,0.1194,3628.0,0.951,4134.0,0.7140000000000001,1228.0,0.4328,3189.0
guudaguddapura,681.0,371.0,0.0811,5090.0,0.951,4134.0,0.7084,1422.0,0.3795,4636.0
hanumapura,550.0,303.0,0.1182,3684.0,0.9255,4748.0,0.7086,1410.0,0.4264,3394.0
haranagiri,655.0,318.0,0.1005,4385.0,0.9255,4748.0,0.7183,1087.0,0.4058,3999.0
hirebidari,771.0,379.0,0.0985,4474.0,1.0,1.0,0.7232,918.0,0.4145,3760.0
honnatti,612.0,294.0,0.0878,4865.0,0.951,4134.0,0.7464,376.0,0.3965,4233.0
irani,636.0,338.0,0.1251,3392.0,1.0,1.0,0.6253,4132.0,0.4277,3349.0
joisaraharalahalli,804.0,730.0,0.1157,3781.0,1.0,1.0,0.6547,3318.0,0.4231,3504.0
kajjari,705.0,281.0,0.1546,2167.0,0.9758,2796.0,0.7265,816.0,0.4786,1689.0
kakola,854.0,545.0,0.16899999999999998,1714.0,0.951,4134.0,0.6883,2153.0,0.48,1662.0
kamadod,849.0,495.0,0.1216,3543.0,1.0,1.0,0.7169,1134.0,0.4433,2819.0
kuppelur,967.0,475.0,0.1218,3532.0,1.0,1.0,0.7573,216.0,0.4518,2526.0
makanur,993.0,774.0,0.1144,3836.0,0.9758,2796.0,0.73,716.0,0.4336,3157.0
malanayakanahalli,937.0,553.0,0.1322,3075.0,0.951,4134.0,0.7245,881.0,0.4499,2590.0
medleri,1145.0,572.0,0.1557,2119.0,0.951,4134.0,0.7025,1612.0,0.4703,1924.0
mudenur,1032.0,607.0,0.1223,3514.0,1.0,1.0,0.6781,2507.0,0.4361,3066.0
sunakalbidari,1059.0,581.0,0.1325,3061.0,0.8578,5472.0,0.7213,991.0,0.4344,3128.0
tumminakatti,1055.0,863.0,0.2078,861.0,0.9758,2796.0,0.6861,2222.0,0.5182,883.0
ukkunda,896.0,300.0,0.0905,4785.0,0.951,4134.0,0.6973,1812.0,0.3914,4358.0
chillurbadni,1033.0,533.0,0.0759,5237.0,0.951,4134.0,0.6215,4219.0,0.3554,5086.0
hattimattur,1038.0,572.0,0.1246,3416.0,0.8992,5081.0,0.6787,2486.0,0.4236,3487.0
hiremagadur,732.0,397.0,0.0793,5145.0,0.8992,5081.0,0.7012,1660.0,0.3684,4843.0
hiremaralihalli,567.0,349.0,0.1118,3950.0,1.0,1.0,0.6933,1958.0,0.4264,3392.0
hoovinashigli,1133.0,899.0,0.0967,4544.0,1.0,1.0,0.7121,1283.0,0.4099,3889.0
huralikuppi,714.0,714.0,0.0864,4906.0,0.9255,4748.0,0.7625,167.0,0.3936,4313.0
ichangi,1027.0,586.0,0.0964,4562.0,0.951,4134.0,0.7581,209.0,0.4111,3860.0
jallapur,1316.0,690.0,0.0857,4930.0,1.0,1.0,0.6956,1879.0,0.3907,4371.0
kalasur,1101.0,367.0,0.1121,3942.0,1.0,1.0,0.7272,797.0,0.4336,3155.0
karadagi,1478.0,1083.0,0.0939,4668.0,0.9758,2796.0,0.6806,2422.0,0.3966,4232.0
kunimellihalli,1370.0,924.0,0.1276,3296.0,0.9758,2796.0,0.7499,314.0,0.4537,2455.0
kurubaramallur,794.0,547.0,0.1207,3580.0,0.9758,2796.0,0.7306,695.0,0.4414,2888.0
mantrodi,1184.0,862.0,0.0997,4427.0,0.9758,2796.0,0.6736,2670.0,0.4031,4070.0
shirabadagi,1295.0,588.0,0.0718,5343.0,0.9255,4748.0,0.7485,338.0,0.3677,4854.0
teggihalli,1323.0,874.0,0.11199999999999999,3945.0,0.8578,5472.0,0.6922,2004.0,0.4052,4016.0
tevaramellihalli,897.0,774.0,0.1333,3022.0,1.0,1.0,0.7037,1577.0,0.4544,2424.0
tondur,992.0,576.0,0.1261,3350.0,1.0,1.0,0.7351,582.0,0.4526,2497.0
yalavigi,913.0,913.0,0.1261,3355.0,0.7169,5838.0,0.6818,2385.0,0.395,4277.0
andalagi,840.0,738.0,0.1419,2642.0,0.9255,4748.0,0.6413,3701.0,0.4384,2988.0
attigeri,884.0,834.0,0.14,2727.0,0.9758,2796.0,0.6802,2438.0,0.4529,2487.0
basavanal,667.0,618.0,0.1449,2518.0,0.9758,2796.0,0.6286,4044.0,0.4463,2714.0
chandapura,644.0,505.0,0.0641,5510.0,0.951,4134.0,0.7699,118.0,0.3608,4994.0
hanumarahalli,702.0,567.0,0.1191,3644.0,1.0,1.0,0.6498,3477.0,0.4261,3406.0
hirebendigeri,1108.0,967.0,0.1152,3802.0,0.9758,2796.0,0.7365,552.0,0.4359,3077.0
hiremallur,708.0,499.0,0.1109,4000.0,0.9758,2796.0,0.6765,2567.0,0.4184,3653.0
hiremanakatti,626.0,559.0,0.1277,3293.0,0.951,4134.0,0.7229,932.0,0.4444,2781.0
hotanahalli,794.0,725.0,0.111,3995.0,1.0,1.0,0.7298,723.0,0.4326,3197.0
hulgur,1109.0,1010.0,0.1966,1072.0,0.9758,2796.0,0.7115,1309.0,0.5149,952.0
kabanoor,660.0,644.0,0.0988,4458.0,1.0,1.0,0.7298,722.0,0.4162,3724.0
kunnoor,944.0,737.0,0.1398,2737.0,0.9758,2796.0,0.6569,3228.0,0.4474,2671.0
kyalakonda,1195.0,1114.0,0.1295,3206.0,1.0,1.0,0.6409,3717.0,0.4362,3063.0
madli,648.0,601.0,0.122,3524.0,1.0,1.0,0.6832,2336.0,0.4368,3043.0
nmtadasa,817.0,639.0,0.1225,3510.0,0.9758,2796.0,0.6917,2026.0,0.4356,3086.0
shishuvinahala,500.0,425.0,0.138,2815.0,0.9758,2796.0,0.7252,863.0,0.4604,2230.0
vanahalli,726.0,638.0,0.0963,4565.0,0.9758,2796.0,0.6794,2465.0,0.3996,4161.0
rahutanakatti,1112.0,608.0,0.1123,3930.0,1.0,1.0,0.6162,4325.0,0.4106,3873.0
nadiharalahalli,1783.0,1060.0,0.1302,3171.0,1.0,1.0,0.7437,418.0,0.4592,2267.0
somalapur,662.0,221.0,0.0957,4589.0,1.0,1.0,0.5624,5146.0,0.3775,4684.0
badarli,1117.0,552.0,0.1114,3973.0,1.0,1.0,0.5353,5393.0,0.3907,4370.0
bappur,1083.0,291.0,0.0899,4809.0,1.0,1.0,0.5225,5474.0,0.3608,4992.0
bassapur k.,844.0,315.0,0.1534,2202.0,1.0,1.0,0.5746,5015.0,0.4451,2751.0
bhootaladinni,1268.0,529.0,0.115,3817.0,1.0,1.0,0.6558,3276.0,0.4225,3522.0
chennalli,1631.0,635.0,0.0999,4414.0,1.0,1.0,0.5866,4837.0,0.3885,4434.0
devaragudi,1563.0,470.0,0.1013,4348.0,1.0,1.0,0.5164,5505.0,0.374,4745.0
dhadesugur,1525.0,613.0,0.1357,2907.0,1.0,1.0,0.519,5495.0,0.413,3800.0
gonawara,847.0,415.0,0.0841,4994.0,1.0,1.0,0.4954,5604.0,0.3467,5224.0
gorebal,1999.0,891.0,0.0813,5083.0,0.9255,4748.0,0.6565,3251.0,0.3669,4869.0
goudanabhavi,1802.0,710.0,0.0976,4511.0,1.0,1.0,0.6287,4040.0,0.3944,4290.0
gunda,2193.0,752.0,0.0755,5248.0,1.0,1.0,0.4919,5622.0,0.3337,5411.0
gunjalli,1596.0,513.0,0.135,2933.0,1.0,1.0,0.5773,4979.0,0.4271,3372.0
hosalli e.j.,1559.0,703.0,0.1004,4391.0,1.0,1.0,0.5483,5285.0,0.3804,4613.0
javalgera,2870.0,801.0,0.0873,4881.0,1.0,1.0,0.5947,4727.0,0.373,4764.0
kalmangi,1299.0,363.0,0.0819,5068.0,1.0,1.0,0.5619,5153.0,0.3583,5036.0
kolbal,2628.0,729.0,0.1231,3487.0,1.0,1.0,0.6253,4129.0,0.4254,3428.0
madasirwar,1362.0,331.0,0.0923,4723.0,1.0,1.0,0.5988,4656.0,0.3809,4606.0
pagadadinni,1519.0,613.0,0.1044,4236.0,1.0,1.0,0.5322,5417.0,0.3816,4597.0
r.h.colony,4740.0,2379.0,0.1213,3550.0,1.0,1.0,0.665,2944.0,0.4321,3216.0
ragalaparvi,1464.0,368.0,0.083,5032.0,1.0,1.0,0.5336,5405.0,0.3538,5121.0
ramathnal,1995.0,481.0,0.0869,4890.0,1.0,1.0,0.5981,4671.0,0.3732,4759.0
roudakunda,1393.0,621.0,0.1426,2617.0,1.0,1.0,0.6132,4394.0,0.4438,2800.0
salagunda,1192.0,530.0,0.069,5409.0,1.0,1.0,0.5147,5519.0,0.3287,5472.0
tidigol,1756.0,545.0,0.0943,4650.0,1.0,1.0,0.5087,5552.0,0.3634,4944.0
udbal (u),1474.0,562.0,0.1196,3618.0,1.0,1.0,0.616,4330.0,0.4193,3623.0
umaloti,1807.0,219.0,0.057,5664.0,1.0,1.0,0.5639,5130.0,0.318,5574.0
virupapur,1307.0,546.0,0.1313,3122.0,1.0,1.0,0.5019,5574.0,0.4039,4047.0
alkod,901.0,361.0,0.0604,5592.0,1.0,1.0,0.3911,5838.0,0.2869,5793.0
arkera,2172.0,862.0,0.0781,5178.0,1.0,1.0,0.4934,5615.0,0.3377,5349.0
b.ganekal,791.0,566.0,0.0483,5776.0,1.0,1.0,0.5549,5217.0,0.2992,5728.0
chinchodi,1501.0,545.0,0.0476,5782.0,1.0,1.0,0.6359,3859.0,0.3117,5640.0
dondambli,1209.0,589.0,0.0728,5316.0,1.0,1.0,0.4202,5796.0,0.3128,5626.0
gabbur,935.0,600.0,0.1024,4311.0,1.0,1.0,0.6346,3889.0,0.402,4104.0
galaga,1359.0,598.0,0.0558,5689.0,1.0,1.0,0.4795,5657.0,0.299,5730.0
ganadhal (deodurga),1052.0,370.0,0.0622,5552.0,1.0,1.0,0.4568,5723.0,0.3051,5690.0
gugal,1149.0,284.0,0.0556,5693.0,1.0,1.0,0.5453,5315.0,0.3117,5638.0
hemanal,1256.0,315.0,0.0878,4866.0,1.0,1.0,0.5115,5535.0,0.3555,5080.0
hirebudur,1217.0,223.0,0.0806,5107.0,1.0,1.0,0.5531,5240.0,0.3546,5104.0
hosur siddapur,913.0,168.0,0.0779,5183.0,1.0,1.0,0.4824,5652.0,0.3349,5396.0
jagirajadaladinni,538.0,361.0,0.0854,4945.0,1.0,1.0,0.555,5216.0,0.3619,4966.0
jalahalli,1427.0,812.0,0.1052,4199.0,1.0,1.0,0.6027,4592.0,0.3988,4180.0
karigudda,1490.0,385.0,0.07,5383.0,1.0,1.0,0.4503,5743.0,0.3159,5600.0
koppar,1255.0,312.0,0.0583,5631.0,1.0,1.0,0.6513,3425.0,0.3361,5378.0
kothadoddi,2468.0,346.0,0.057,5667.0,1.0,1.0,0.5186,5496.0,0.3091,5661.0
kyadigera,956.0,618.0,0.0578,5640.0,1.0,1.0,0.5372,5371.0,0.3143,5612.0
maladakal,1336.0,346.0,0.0773,5203.0,1.0,1.0,0.6377,3803.0,0.3667,4873.0
masarkal,1563.0,479.0,0.0705,5365.0,1.0,1.0,0.551,5261.0,0.3387,5335.0
mundaragi,662.0,235.0,0.0577,5643.0,1.0,1.0,0.5037,5565.0,0.3074,5672.0
nagadadinni,2056.0,949.0,0.0709,5355.0,1.0,1.0,0.6217,4213.0,0.3532,5126.0
palakanamardi,1192.0,148.0,0.0582,5632.0,1.0,1.0,0.5279,5449.0,0.3133,5620.0
amadihal,1163.0,275.0,0.0854,4947.0,0.9758,2796.0,0.6666,2890.0,0.3815,4598.0
anahosur,923.0,217.0,0.0783,5168.0,0.9758,2796.0,0.6214,4220.0,0.3622,4963.0
anwari,1241.0,244.0,0.0811,5091.0,0.9758,2796.0,0.5521,5250.0,0.3522,5141.0
bannigol,933.0,149.0,0.0688,5418.0,1.0,1.0,0.5511,5259.0,0.3359,5381.0
bayyapur,1898.0,186.0,0.0801,5118.0,0.9758,2796.0,0.5707,5056.0,0.3547,5101.0
devarabhupur,1388.0,388.0,0.0558,5688.0,1.0,1.0,0.3647,5860.0,0.273,5829.0
eachanal,1439.0,497.0,0.0515,5743.0,0.951,4134.0,0.5456,5311.0,0.299,5729.0
gejjalagatta,1242.0,244.0,0.0999,4418.0,1.0,1.0,0.5533,5235.0,0.3809,4607.0
goudur,1495.0,747.0,0.0553,5696.0,1.0,1.0,0.4563,5724.0,0.2932,5760.0
guntagol,1607.0,355.0,0.0428,5818.0,0.9758,2796.0,0.5261,5460.0,0.2801,5816.0
gurugunta,2014.0,869.0,0.09699999999999999,4528.0,0.9758,2796.0,0.5392,5355.0,0.3709,4806.0
hunur,1161.0,346.0,0.0764,5229.0,0.9758,2796.0,0.6447,3616.0,0.3635,4939.0
kachapur,1106.0,340.0,0.0833,5020.0,1.0,1.0,0.5355,5392.0,0.3546,5103.0
kalapur,1618.0,571.0,0.078,5180.0,1.0,1.0,0.6536,3356.0,0.3708,4811.0
kannal,1809.0,355.0,0.0604,5590.0,0.9758,2796.0,0.5244,5466.0,0.3138,5617.0
maraladinni,1762.0,661.0,0.0462,5795.0,0.9255,4748.0,0.3751,5855.0,0.2522,5861.0
mavinabhai,1712.0,311.0,0.0464,5793.0,0.9758,2796.0,0.6297,4011.0,0.3056,5688.0
medakinal,1718.0,365.0,0.0749,5264.0,1.0,1.0,0.5997,4639.0,0.3554,5084.0
naglapur,2315.0,621.0,0.0576,5646.0,1.0,1.0,0.6319,3951.0,0.3314,5438.0
narakaladinni,660.0,523.0,0.0803,5115.0,0.9758,2796.0,0.5876,4826.0,0.3584,5035.0
paidoddi,1104.0,162.0,0.0413,5828.0,0.9758,2796.0,0.4493,5745.0,0.2626,5846.0
rodalabanda,1176.0,265.0,0.0539,5711.0,1.0,1.0,0.5299,5435.0,0.3057,5687.0
rodalabanda (u.k.p.),945.0,196.0,0.0716,5346.0,1.0,1.0,0.5746,5016.0,0.3452,5245.0
santhekallur,1672.0,547.0,0.0979,4501.0,0.951,4134.0,0.6048,4557.0,0.3832,4553.0
sarjapur,1166.0,284.0,0.1038,4257.0,1.0,1.0,0.5795,4945.0,0.3919,4349.0
telekhan,1585.0,390.0,0.0655,5478.0,0.9758,2796.0,0.5959,4706.0,0.3365,5370.0
upparnandihal,629.0,82.0,0.0756,5247.0,1.0,1.0,0.6067,4520.0,0.3579,5047.0
ameenagada,1140.0,314.0,0.0541,5709.0,1.0,1.0,0.4673,5698.0,0.2934,5759.0
aroli,1422.0,401.0,0.0576,5645.0,1.0,1.0,0.4586,5716.0,0.2978,5741.0
athanur,1751.0,365.0,0.0756,5246.0,1.0,1.0,0.6099,4459.0,0.3586,5029.0
bagalawad,2549.0,577.0,0.0884,4842.0,1.0,1.0,0.5624,5145.0,0.3677,4851.0
ballatagi,2227.0,507.0,0.1025,4306.0,1.0,1.0,0.5495,5275.0,0.3833,4548.0
bhogavathi,1831.0,751.0,0.0729,5314.0,1.0,1.0,0.6116,4426.0,0.3546,5105.0
byagavata,1573.0,302.0,0.1152,3806.0,1.0,1.0,0.6751,2610.0,0.4269,3381.0
chagabhavi,2633.0,734.0,0.1056,4187.0,1.0,1.0,0.4886,5630.0,0.3723,4780.0
chickkotnekal,2034.0,585.0,0.067,5454.0,1.0,1.0,0.4332,5782.0,0.3073,5675.0
ganadinni,1446.0,188.0,0.0619,5559.0,1.0,1.0,0.5144,5520.0,0.317,5583.0
gorkal,1254.0,261.0,0.0597,5605.0,1.0,1.0,0.5676,5096.0,0.3235,5530.0
gudadinni .k,1590.0,332.0,0.1072,4125.0,1.0,1.0,0.5908,4782.0,0.3987,4184.0
halapur,1892.0,500.0,0.122,3523.0,1.0,1.0,0.5305,5431.0,0.4015,4120.0
haravi,606.0,357.0,0.0951,4613.0,1.0,1.0,0.4957,5602.0,0.3612,4986.0
heera,1162.0,439.0,0.0573,5655.0,1.0,1.0,0.4351,5779.0,0.2922,5769.0
hirehanagi,1304.0,391.0,0.0658,5475.0,1.0,1.0,0.3322,5874.0,0.2796,5818.0
hirekotnekal,1212.0,987.0,0.1245,3417.0,1.0,1.0,0.5631,5141.0,0.4124,3820.0
janekal,1649.0,302.0,0.0735,5295.0,1.0,1.0,0.5348,5395.0,0.3401,5315.0
kapgal,1448.0,680.0,0.0807,5103.0,1.0,1.0,0.565,5120.0,0.3572,5056.0
kurdi,1838.0,467.0,0.1006,4380.0,1.0,1.0,0.5729,5035.0,0.3862,4479.0
madagiri,1291.0,451.0,0.0689,5415.0,1.0,1.0,0.5128,5529.0,0.3282,5477.0
madlapur,3635.0,673.0,0.0993,4441.0,1.0,1.0,0.5454,5314.0,0.3783,4661.0
mallat,1767.0,423.0,0.0881,4855.0,1.0,1.0,0.5952,4719.0,0.3744,4736.0
nakkundi,1728.0,450.0,0.0524,5732.0,1.0,1.0,0.5296,5438.0,0.3027,5708.0
navalakal,2607.0,404.0,0.0639,5517.0,1.0,1.0,0.5737,5022.0,0.3321,5428.0
nirmanvi,1267.0,397.0,0.1072,4129.0,1.0,1.0,0.5011,5580.0,0.3773,4691.0
pamanakallur,2273.0,380.0,0.0636,5522.0,1.0,1.0,0.6528,3374.0,0.3462,5233.0
pothnal,1902.0,972.0,0.0918,4737.0,1.0,1.0,0.4234,5790.0,0.3387,5334.0
sadapur,1477.0,182.0,0.0663,5467.0,1.0,1.0,0.3619,5862.0,0.2884,5785.0
sunkeshwar,1458.0,314.0,0.0924,4715.0,1.0,1.0,0.5945,4734.0,0.3802,4621.0
toranadinni,875.0,231.0,0.0793,5146.0,1.0,1.0,0.5983,4664.0,0.36200000000000004,4965.0
utakanur,1587.0,235.0,0.0647,5498.0,1.0,1.0,0.4926,5620.0,0.3171,5582.0
athkoor,2115.0,581.0,0.098,4490.0,1.0,1.0,0.5495,5274.0,0.3777,4678.0
baidoddi,1843.0,503.0,0.0996,4428.0,1.0,1.0,0.4608,5710.0,0.3581,5039.0
bichali,1134.0,458.0,0.1253,3384.0,1.0,1.0,0.62,4252.0,0.4267,3386.0
bijangera,1191.0,615.0,0.0941,4661.0,1.0,1.0,0.5336,5404.0,0.3689,4837.0
chandrabanda,2880.0,148.0,0.0673,5444.0,1.0,1.0,0.5369,5373.0,0.3306,5449.0
chicksugur,1272.0,427.0,0.1149,3821.0,1.0,1.0,0.5797,4937.0,0.4054,4009.0
devasugur,2640.0,485.0,0.1718,1634.0,1.0,1.0,0.6459999999999999,3585.0,0.4806,1643.0
ganadhal,1776.0,611.0,0.0964,4560.0,1.0,1.0,0.3335,5873.0,0.318,5572.0
gillesugur,1911.0,299.0,0.1176,3706.0,1.0,1.0,0.5402,5346.0,0.39899999999999997,4175.0
idapanur,1753.0,152.0,0.0595,5609.0,1.0,1.0,0.4876,5633.0,0.3073,5674.0
jagir venkatapur,1566.0,211.0,0.1039,4255.0,1.0,1.0,0.6122,4415.0,0.3991,4172.0
jambaladinni,1556.0,403.0,0.0795,5139.0,1.0,1.0,0.4963,5596.0,0.3404,5308.0
jegarkal,952.0,283.0,0.0619,5561.0,1.0,1.0,0.5674,5102.0,0.3274,5483.0
kadloor,1323.0,304.0,0.0779,5185.0,1.0,1.0,0.5752,5003.0,0.3551,5093.0
kalmala,1484.0,225.0,0.0944,4648.0,1.0,1.0,0.6159,4339.0,0.3873,4454.0
kamlapur,1242.0,375.0,0.0602,5593.0,1.0,1.0,0.5284,5448.0,0.3168,5585.0
linganakhanadodi,805.0,358.0,0.0779,5182.0,1.0,1.0,0.5321,5418.0,0.3461,5234.0
mamdapur,1608.0,475.0,0.1003,4397.0,1.0,1.0,0.5657,5113.0,0.3842,4531.0
manchlapur,1250.0,412.0,0.0822,5056.0,1.0,1.0,0.5809,4926.0,0.3628,4954.0
marchathal,1175.0,405.0,0.114,3861.0,1.0,1.0,0.6057,4542.0,0.4102,3878.0
matmari,1023.0,262.0,0.1294,3216.0,1.0,1.0,0.5655,5114.0,0.4183,3655.0
mittimalkapur,1438.0,514.0,0.0791,5151.0,1.0,1.0,0.5821,4907.0,0.3585,5032.0
purthipli,1482.0,270.0,0.0705,5366.0,1.0,1.0,0.5519,5253.0,0.3388,5332.0
sagamakunta,1607.0,244.0,0.0827,5040.0,1.0,1.0,0.5613,5166.0,0.3595,5008.0
shakwadi,1019.0,460.0,0.1033,4279.0,1.0,1.0,0.4959,5600.0,0.3714,4794.0
singanodi,1045.0,305.0,0.0497,5762.0,1.0,1.0,0.6124,4411.0,0.3122,5634.0
talmari,351.0,184.0,0.1144,3837.0,1.0,1.0,0.3195,5880.0,0.3319,5431.0
yapaladinni,2268.0,400.0,0.0841,4990.0,1.0,1.0,0.485,5641.0,0.3443,5253.0
